,Algorithm,Parameters,Distance,CH,BH,Hartigan,xu,DB,S,Rand,Fowlkes-Mallows,Jaccard,Number of clusters
23,mountain,"sigma = 0.3,tol = 0.4,grid p = 11",Euclidean,340.4914137146843,2.828178930330791,1.5331045023558676,22.64505535417472,1.0091912015878794,0.5381559723600611,0.8859060402684564,0.8306394195437842,0.7100295656129179,3
24,mountain,"sigma = 0.3,tol = 0.5,grid p = 11",Euclidean,340.4914137146843,2.828178930330791,1.5331045023558676,22.64505535417472,1.0091912015878794,0.5381559723600611,0.8859060402684564,0.8306394195437842,0.7100295656129179,3
25,mountain,"sigma = 0.3,tol = 0.6,grid p = 11",Euclidean,322.19784641248015,6.832145984950045,0.7779535129479794,23.19267164398215,0.5394604595965449,0.6300471284354711,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
26,mountain,"sigma = 0.3,tol = 0.7,grid p = 11",Euclidean,322.19784641248015,6.832145984950045,0.7779535129479794,23.19267164398215,0.5394604595965449,0.6300471284354711,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
27,mountain,"sigma = 0.3,tol = 0.8,grid p = 11",Euclidean,322.19784641248015,6.832145984950045,0.7779535129479794,23.19267164398215,0.5394604595965449,0.6300471284354711,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
28,mountain,"sigma = 0.3,tol = 0.9,grid p = 11",Euclidean,322.19784641248015,6.832145984950045,0.7779535129479794,23.19267164398215,0.5394604595965449,0.6300471284354711,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
29,mountain,"sigma = 0.3,tol = 1,grid p = 11",Euclidean,322.19784641248015,6.832145984950045,0.7779535129479794,23.19267164398215,0.5394604595965449,0.6300471284354711,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
30,mountain,"sigma = 0.4,tol = 0.1,grid p = 11",Euclidean,167.28335308028642,4.487356582559289,0.8224036934178538,23.56831690812042,2.6525624207366754,0.47552186827128795,0.7276062639821029,0.6882744249358634,0.5070445344129555,3
31,mountain,"sigma = 0.4,tol = 0.2,grid p = 11",Euclidean,167.28335308028642,4.487356582559289,0.8224036934178538,23.56831690812042,2.6525624207366754,0.47552186827128795,0.7276062639821029,0.6882744249358634,0.5070445344129555,3
32,mountain,"sigma = 0.4,tol = 0.3,grid p = 11",Euclidean,167.28335308028642,4.487356582559289,0.8224036934178538,23.56831690812042,2.6525624207366754,0.47552186827128795,0.7276062639821029,0.6882744249358634,0.5070445344129555,3
33,mountain,"sigma = 0.4,tol = 0.4,grid p = 11",Euclidean,340.88138223875296,7.0627015405056,0.8343222903323482,23.25904926137338,0.5395513811282754,0.6300471284354711,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
34,mountain,"sigma = 0.4,tol = 0.5,grid p = 11",Euclidean,340.88138223875296,7.0627015405056,0.8343222903323482,23.25904926137338,0.5395513811282754,0.6300471284354711,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
35,mountain,"sigma = 0.4,tol = 0.6,grid p = 11",Euclidean,340.88138223875296,7.0627015405056,0.8343222903323482,23.25904926137338,0.5395513811282754,0.6300471284354711,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
